country,esco,S_YEAR_MONTH,count,date
Poland,Technicians and associate professionals,2015/11,1597,2015-11-01
Latvia,Managers,2015/12,120,2015-12-01
Germany,Service and sales workers,2016/01,354,2016-01-01
Croatia,Managers,2016/01,1255,2016-01-01
Poland,Managers,2016/02,634,2016-02-01
Lithuania,Service and sales workers,2016/04,309,2016-04-01
Germany,Managers,2016/05,750,2016-05-01
Bulgaria,"Plant and machine operators, and assemblers",2016/09,684,2016-09-01
Poland,Craft and related trades workers,2016/09,1483,2016-09-01
Lithuania,"Skilled agricultural, forestry and fishery workers",2016/09,61,2016-09-01
Spain,Professionals,2016/11,32473,2016-11-01
Netherlands,Managers,2016/11,462,2016-11-01
Hungary,Craft and related trades workers,2015/04,958,2015-04-01
Greece,Clerical support workers,2015/06,774,2015-06-01
Denmark,Service and sales workers,2015/11,62,2015-11-01
Netherlands,Managers,2016/03,399,2016-03-01
United Kingdom,Clerical support workers,2016/08,256,2016-08-01
Sweden,Technicians and associate professionals,2015/05,273,2015-05-01
Belgium,Managers,2015/06,266,2015-06-01
Denmark,Professionals,2015/08,189,2015-08-01
Estonia,Service and sales workers,2015/10,182,2015-10-01
Belgium,Craft and related trades workers,2016/05,96,2016-05-01
Austria,Technicians and associate professionals,2015/11,152,2015-11-01
Hungary,"Skilled agricultural, forestry and fishery workers",2015/10,91,2015-10-01
Latvia,Service and sales workers,2016/03,125,2016-03-01
Slovakia,"Skilled agricultural, forestry and fishery workers",2016/10,26,2016-10-01
Denmark,Craft and related trades workers,2016/07,20,2016-07-01
Malta,"Skilled agricultural, forestry and fishery workers",2016/03,5,2016-03-01
Spain,Armed forces occupations,2016/05,3,2016-05-01
Luxembourg,Service and sales workers,2016/08,9,2016-08-01
Portugal,Technicians and associate professionals,2015/04,4034,2015-04-01
Denmark,Professionals,2015/05,154,2015-05-01
Spain,Professionals,2015/08,21933,2015-08-01
Croatia,Professionals,2015/08,4989,2015-08-01
Sweden,Professionals,2015/08,512,2015-08-01
Slovenia,Elementary occupations,2015/09,177,2015-09-01
Finland,Clerical support workers,2015/10,432,2015-10-01
Germany,Service and sales workers,2015/10,320,2015-10-01
Croatia,Professionals,2015/11,5335,2015-11-01
Portugal,Service and sales workers,2015/11,1033,2015-11-01
Hungary,"Plant and machine operators, and assemblers",2016/01,393,2016-01-01
Romania,Clerical support workers,2016/02,1730,2016-02-01
Spain,Professionals,2016/03,27429,2016-03-01
Malta,Service and sales workers,2016/03,30,2016-03-01
Finland,Professionals,2016/04,1608,2016-04-01
Latvia,Managers,2016/04,144,2016-04-01
Croatia,Service and sales workers,2016/08,1958,2016-08-01
Hungary,Managers,2016/08,601,2016-08-01
Czech Republic,"Plant and machine operators, and assemblers",2016/08,210,2016-08-01
United Kingdom,Managers,2016/08,350,2016-08-01
Finland,Professionals,2015/05,1001,2015-05-01
Austria,Managers,2015/07,71,2015-07-01
Czech Republic,Clerical support workers,2016/09,467,2016-09-01
Latvia,Craft and related trades workers,2015/06,68,2015-06-01
Czech Republic,Elementary occupations,2015/07,189,2015-07-01
Austria,Craft and related trades workers,2016/07,37,2016-07-01
Malta,Professionals,2016/11,172,2016-11-01
Cyprus,Technicians and associate professionals,2016/02,216,2016-02-01
France,Craft and related trades workers,2015/11,205,2015-11-01
Hungary,"Skilled agricultural, forestry and fishery workers",2015/05,63,2015-05-01
Estonia,"Plant and machine operators, and assemblers",2015/04,126,2015-04-01
Germany,Elementary occupations,2015/04,102,2015-04-01
Cyprus,Elementary occupations,2016/02,41,2016-02-01
Cyprus,"Skilled agricultural, forestry and fishery workers",2015/11,7,2015-11-01
Netherlands,"Skilled agricultural, forestry and fishery workers",2016/04,21,2016-04-01
Malta,"Skilled agricultural, forestry and fishery workers",2015/09,5,2015-09-01
Poland,Professionals,2015/03,2091,2015-03-01
Portugal,"Plant and machine operators, and assemblers",2015/03,279,2015-03-01
Bulgaria,Elementary occupations,2015/04,1014,2015-04-01
Poland,Elementary occupations,2015/05,937,2015-05-01
Poland,Clerical support workers,2015/05,1013,2015-05-01
Croatia,Managers,2015/06,1096,2015-06-01
Finland,Elementary occupations,2015/08,187,2015-08-01
United Kingdom,Managers,2015/09,213,2015-09-01
Italy,"Skilled agricultural, forestry and fishery workers",2015/12,423,2015-12-01
Lithuania,Managers,2016/02,264,2016-02-01
Croatia,Managers,2016/03,1327,2016-03-01
Netherlands,Professionals,2016/03,1096,2016-03-01
Portugal,Managers,2016/03,1001,2016-03-01
Poland,Technicians and associate professionals,2016/06,1913,2016-06-01
France,Clerical support workers,2016/07,1024,2016-07-01
Latvia,Professionals,2016/07,373,2016-07-01
Slovenia,Professionals,2016/10,1661,2016-10-01
Romania,Clerical support workers,2016/11,1959,2016-11-01
Lithuania,Service and sales workers,2015/07,241,2015-07-01
Belgium,Craft and related trades workers,2016/01,92,2016-01-01
Croatia,"Skilled agricultural, forestry and fishery workers",2016/06,223,2016-06-01
France,"Plant and machine operators, and assemblers",2016/06,169,2016-06-01
Slovakia,Clerical support workers,2015/08,131,2015-08-01
Slovenia,Craft and related trades workers,2015/10,166,2015-10-01
France,"Skilled agricultural, forestry and fishery workers",2015/11,36,2015-11-01
Hungary,"Skilled agricultural, forestry and fishery workers",2015/06,64,2015-06-01
Netherlands,"Plant and machine operators, and assemblers",2016/02,64,2016-02-01
Italy,Armed forces occupations,2016/09,13,2016-09-01
Lithuania,"Plant and machine operators, and assemblers",2015/08,150,2015-08-01
Denmark,Elementary occupations,2016/07,20,2016-07-01
Estonia,"Skilled agricultural, forestry and fishery workers",2015/07,33,2015-07-01
Estonia,Elementary occupations,2016/04,117,2016-04-01
Sweden,"Skilled agricultural, forestry and fishery workers",2015/05,8,2015-05-01
Poland,Armed forces occupations,2015/06,7,2015-06-01
Belgium,Clerical support workers,2015/03,219,2015-03-01
Bulgaria,Technicians and associate professionals,2015/03,1008,2015-03-01
Estonia,Technicians and associate professionals,2015/03,170,2015-03-01
Poland,Professionals,2015/04,4438,2015-04-01
France,"Plant and machine operators, and assemblers",2015/04,146,2015-04-01
Germany,Elementary occupations,2015/05,83,2015-05-01
United Kingdom,Managers,2015/07,201,2015-07-01
Bulgaria,Service and sales workers,2015/11,1007,2015-11-01
Greece,Elementary occupations,2016/02,380,2016-02-01
Belgium,Clerical support workers,2016/02,423,2016-02-01
Poland,Service and sales workers,2016/04,1282,2016-04-01
Denmark,Service and sales workers,2016/04,83,2016-04-01
Poland,"Skilled agricultural, forestry and fishery workers",2016/09,218,2016-09-01
Portugal,Professionals,2016/11,7490,2016-11-01
Italy,"Plant and machine operators, and assemblers",2016/05,1870,2016-05-01
Greece,Elementary occupations,2015/03,307,2015-03-01
Estonia,Professionals,2016/02,388,2016-02-01
Estonia,Elementary occupations,2016/07,125,2016-07-01
Germany,Elementary occupations,2016/08,123,2016-08-01
Sweden,Technicians and associate professionals,2016/08,421,2016-08-01
Latvia,"Plant and machine operators, and assemblers",2016/03,97,2016-03-01
Cyprus,Service and sales workers,2016/08,55,2016-08-01
Estonia,Craft and related trades workers,2016/03,106,2016-03-01
Netherlands,Craft and related trades workers,2016/04,60,2016-04-01
Latvia,Clerical support workers,2016/05,128,2016-05-01
Denmark,Clerical support workers,2016/04,80,2016-04-01
Malta,Craft and related trades workers,2016/05,11,2016-05-01
Portugal,"Skilled agricultural, forestry and fishery workers",2015/12,58,2015-12-01
Romania,Armed forces occupations,2015/10,3,2015-10-01
Slovakia,"Skilled agricultural, forestry and fishery workers",2015/07,11,2015-07-01
Belgium,"Skilled agricultural, forestry and fishery workers",2015/07,7,2015-07-01
Luxembourg,"Plant and machine operators, and assemblers",2016/09,3,2016-09-01
Estonia,Armed forces occupations,2016/06,1,2016-06-01
Cyprus,Professionals,2015/03,376,2015-03-01
Poland,Elementary occupations,2015/04,1742,2015-04-01
Sweden,Professionals,2015/05,480,2015-05-01
Portugal,Managers,2015/10,827,2015-10-01
Bulgaria,Professionals,2015/12,2154,2015-12-01
Hungary,Professionals,2016/04,3021,2016-04-01
Germany,Professionals,2016/05,2538,2016-05-01
Hungary,Elementary occupations,2016/07,1273,2016-07-01
Hungary,"Skilled agricultural, forestry and fishery workers",2016/08,92,2016-08-01
Slovenia,"Plant and machine operators, and assemblers",2016/09,188,2016-09-01
Italy,"Plant and machine operators, and assemblers",2016/09,1990,2016-09-01
Poland,Professionals,2016/10,4004,2016-10-01
Slovenia,Clerical support workers,2016/10,480,2016-10-01
Latvia,Managers,2015/06,95,2015-06-01
Estonia,Clerical support workers,2015/06,110,2015-06-01
Czech Republic,Managers,2016/01,202,2016-01-01
Slovakia,Managers,2016/08,105,2016-08-01
Slovakia,Managers,2016/09,106,2016-09-01
Austria,"Plant and machine operators, and assemblers",2016/09,21,2016-09-01
Austria,Service and sales workers,2015/04,74,2015-04-01
Croatia,"Skilled agricultural, forestry and fishery workers",2015/04,294,2015-04-01
Portugal,Elementary occupations,2015/06,358,2015-06-01
Luxembourg,Professionals,2016/06,59,2016-06-01
Greece,"Skilled agricultural, forestry and fishery workers",2015/03,35,2015-03-01
Bulgaria,"Skilled agricultural, forestry and fishery workers",2016/05,114,2016-05-01
Netherlands,Elementary occupations,2016/10,57,2016-10-01
Slovakia,"Plant and machine operators, and assemblers",2015/05,39,2015-05-01
Czech Republic,"Skilled agricultural, forestry and fishery workers",2015/10,46,2015-10-01
United Kingdom,Armed forces occupations,2015/05,1,2015-05-01
Malta,"Plant and machine operators, and assemblers",2016/11,12,2016-11-01
France,"Skilled agricultural, forestry and fishery workers",2015/03,25,2015-03-01
Luxembourg,"Plant and machine operators, and assemblers",2016/10,3,2016-10-01
Malta,Elementary occupations,2016/10,9,2016-10-01
Cyprus,Elementary occupations,2015/12,41,2015-12-01
Italy,Professionals,2015/03,19216,2015-03-01
Malta,Craft and related trades workers,2015/04,10,2015-04-01
Poland,"Plant and machine operators, and assemblers",2015/06,876,2015-06-01
Romania,Professionals,2015/09,3763,2015-09-01
Hungary,Craft and related trades workers,2015/10,573,2015-10-01
Romania,Technicians and associate professionals,2016/02,2745,2016-02-01
Hungary,Craft and related trades workers,2016/02,623,2016-02-01
France,Clerical support workers,2016/04,997,2016-04-01
Slovenia,Elementary occupations,2016/04,234,2016-04-01
Portugal,Technicians and associate professionals,2016/04,3035,2016-04-01
Netherlands,Managers,2016/06,418,2016-06-01
Netherlands,Managers,2016/07,430,2016-07-01
Spain,"Skilled agricultural, forestry and fishery workers",2016/08,544,2016-08-01
Finland,Managers,2016/09,453,2016-09-01
Lithuania,Elementary occupations,2016/10,300,2016-10-01
Germany,Professionals,2016/11,2995,2016-11-01
Slovenia,Service and sales workers,2015/06,291,2015-06-01
Czech Republic,Craft and related trades workers,2015/08,137,2015-08-01
Austria,Technicians and associate professionals,2016/01,163,2016-01-01
Netherlands,Clerical support workers,2016/02,233,2016-02-01
Slovenia,Service and sales workers,2016/03,432,2016-03-01
Lithuania,Elementary occupations,2016/05,256,2016-05-01
Slovakia,Technicians and associate professionals,2016/01,200,2016-01-01
Czech Republic,Elementary occupations,2016/03,263,2016-03-01
Slovakia,"Skilled agricultural, forestry and fishery workers",2015/03,7,2015-03-01
Slovakia,Managers,2016/02,94,2016-02-01
Germany,"Skilled agricultural, forestry and fishery workers",2016/02,27,2016-02-01
Malta,Technicians and associate professionals,2016/02,53,2016-02-01
Slovakia,Managers,2015/05,78,2015-05-01
Finland,"Skilled agricultural, forestry and fishery workers",2015/12,23,2015-12-01
Sweden,Craft and related trades workers,2016/07,49,2016-07-01
Finland,"Skilled agricultural, forestry and fishery workers",2015/06,21,2015-06-01
Greece,Armed forces occupations,2015/04,6,2015-04-01
Finland,Clerical support workers,2015/05,355,2015-05-01
Hungary,Technicians and associate professionals,2015/06,1379,2015-06-01
Italy,Service and sales workers,2015/10,6638,2015-10-01
Hungary,Technicians and associate professionals,2015/12,1619,2015-12-01
Romania,Technicians and associate professionals,2016/01,2620,2016-01-01
France,Service and sales workers,2016/03,1012,2016-03-01
Greece,Clerical support workers,2016/04,1171,2016-04-01
Croatia,Managers,2016/04,1348,2016-04-01
Germany,Clerical support workers,2016/06,623,2016-06-01
Germany,Technicians and associate professionals,2016/07,1076,2016-07-01
Italy,Clerical support workers,2016/08,10810,2016-08-01
Germany,Craft and related trades workers,2016/08,285,2016-08-01
Lithuania,Elementary occupations,2016/08,286,2016-08-01
Poland,Professionals,2016/08,3829,2016-08-01
Spain,Professionals,2016/10,31839,2016-10-01
Romania,Service and sales workers,2016/11,2044,2016-11-01
Estonia,"Skilled agricultural, forestry and fishery workers",2016/11,36,2016-11-01
Hungary,Craft and related trades workers,2015/03,459,2015-03-01
Spain,"Skilled agricultural, forestry and fishery workers",2015/07,394,2015-07-01
Hungary,Managers,2015/09,517,2015-09-01
Lithuania,Technicians and associate professionals,2015/10,415,2015-10-01
Portugal,"Plant and machine operators, and assemblers",2016/07,441,2016-07-01
Latvia,Elementary occupations,2016/03,113,2016-03-01
Finland,Service and sales workers,2015/03,367,2015-03-01
Estonia,Service and sales workers,2015/04,270,2015-04-01
Bulgaria,"Skilled agricultural, forestry and fishery workers",2015/04,176,2015-04-01
Slovenia,Craft and related trades workers,2015/04,258,2015-04-01
Cyprus,Craft and related trades workers,2016/02,26,2016-02-01
Slovakia,"Skilled agricultural, forestry and fishery workers",2016/03,25,2016-03-01
Netherlands,"Plant and machine operators, and assemblers",2016/06,74,2016-06-01
Luxembourg,Elementary occupations,2015/12,3,2015-12-01
United Kingdom,Armed forces occupations,2016/04,1,2016-04-01
France,Service and sales workers,2015/03,513,2015-03-01
Germany,Service and sales workers,2015/03,226,2015-03-01
Croatia,Managers,2015/05,1046,2015-05-01
Poland,Service and sales workers,2015/06,912,2015-06-01
Germany,Craft and related trades workers,2015/11,207,2015-11-01
United Kingdom,Elementary occupations,2016/01,85,2016-01-01
Belgium,Professionals,2016/02,1911,2016-02-01
Sweden,Service and sales workers,2016/04,326,2016-04-01
Germany,Technicians and associate professionals,2016/05,1006,2016-05-01
Romania,"Plant and machine operators, and assemblers",2016/09,1748,2016-09-01
Italy,"Skilled agricultural, forestry and fishery workers",2016/09,496,2016-09-01
Belgium,Service and sales workers,2015/05,202,2015-05-01
Cyprus,Technicians and associate professionals,2015/08,188,2015-08-01
Portugal,Elementary occupations,2015/09,405,2015-09-01
Hungary,"Plant and machine operators, and assemblers",2015/10,367,2015-10-01
Austria,Technicians and associate professionals,2016/02,169,2016-02-01
United Kingdom,"Plant and machine operators, and assemblers",2016/03,52,2016-03-01
Lithuania,Technicians and associate professionals,2016/07,528,2016-07-01
United Kingdom,Clerical support workers,2015/10,218,2015-10-01
Estonia,Technicians and associate professionals,2016/01,214,2016-01-01
Belgium,"Skilled agricultural, forestry and fishery workers",2016/05,17,2016-05-01
France,Elementary occupations,2016/06,235,2016-06-01
France,"Plant and machine operators, and assemblers",2015/05,74,2015-05-01
Croatia,"Skilled agricultural, forestry and fishery workers",2016/08,230,2016-08-01
Malta,Clerical support workers,2015/09,30,2015-09-01
Estonia,"Plant and machine operators, and assemblers",2016/11,104,2016-11-01
